statement_id,text,text_en,conclusions,author
1511,Durch den Klimawandelwächst die Anzahl der Trockengebiete,"Due to climate change, the number of arid areas is growing",354(+),upekiuser_1538
1512,Die Wechselwirkungen sind nicht vorhersehbar,The interactions are unpredictable,336(+),upekiuser_1478
1513,"Genveränderte Pflanzen können andere Pflanzen verdrängen und die Pflanzenvielfalt gefährden, sodass das Gleichgewicht in der Natur nicht mehr gewahrt wird","Genetically modified plants can displace other plants and endanger plant diversity, so that the balance in nature is no longer maintained",336(+),upekiuser_738
1514,"Es sollte verboten sein, da die gentechnisch veränderten Pflanzen geundheits-schädlich sein können",It should be forbidden because the genetically modified plants can be harmful to health,324(+),upekiuser_160
1515,"Die Bio-Landwirtsch ist ja natürlich und ohne Chemische Zusätze, deshalb fällt da Gentechnik schon mal weg","Organic farming is natural and without chemical additives, which is why genetic engineering is not an option",343(+),upekiuser_93
1516,Man sollte in die Natur einfach weniger eingreifen und nicht alles gentechnisch verändern,One should simply intervene less in nature and not genetically modify everything,326(+),upekiuser_160
1517,es sind genügend Ressourcen vorhanden,there are enough resources available,324(+),upekiuser_2023
1518,"Ich denke nicht, dass nur die Firmen, die Forschung an den Gentechnisch veränderten Lebensmitteln machen",I don't think that only the companies that do research on genetically modified foods,342(-),upekiuser_160
1519,Es werden unter Umständen im Laufe der Zeit alle normalen Pflanzen vernichtet,All normal plants may be destroyed over time,334(-),upekiuser_93
1520,Das der Boden grundsätzlich unfruchtbar wird glaube ich nicht. Vielleicht wächst nicht mehr alles,I do not believe that the soil is basically sterile. Maybe everything doesn't grow anymore,327(+),upekiuser_93
1521,"niemand kann sagen,was gentechnische pflanzen nach dem verzehr für nebenwirkungen haben",no one can say what side effects genetically engineered plants have after consumption,341(+),upekiuser_1626
1522,Wer weiß ob z.B. Bienen Genveränderte Pflanzen vertragen,Who knows if e.g. Bees tolerate genetically modified plants,325(-),upekiuser_93
1523,Es ist sicher nicht gesund für die Umwelt wenn keine normalen Planzen mehr wachsen,It is certainly not healthy for the environment if normal plants no longer grow,336(-),upekiuser_93
1524,Ich bin generell gegen Verbote in einer Demokratie,I am generally against bans in a democracy,324(-),upekiuser_3226
1525,Überdünung und pflanzen verändern sich dies ist nicht ol,Over-fertilization and plants change this is not oil,337(+),upekiuser_3859
1526,"Habe absolut nichts dagegen, wenn Gentechnik eingeschränkt wird, das muss aber anders kommen, nicht als Verbot","I have absolutely nothing against restricting genetic engineering, but that has to be different, not as a ban",1524(-),upekiuser_3226
1527,Gentechnik hilft bei der Bekämpfung von Hunger,Genetic engineering helps fight hunger,354(+),upekiuser_569
1528,"es ist fraglich ob dieses Produkt dann genauso nahrhaft ist wie ein natürliches, es gib t viele Dinge die wir einfach noch nicht wissen","It is questionable whether this product is as nutritious as a natural one, there are many things that we just don't know yet",324(+),upekiuser_802
1529,durch die Bestäubung vermischen sich die pflanzen so das wir irgendwann keine rein natürliche Pflanze mehr haben,"Due to the pollination, the plants mix so that at some point we no longer have a purely natural plant",336(+),upekiuser_802
1530,"Es ist nicht bekannt, wie sich die gentechnisch veränderten Pflanzen entwickeln und Einfluss auf andere Pflanzen nehmen",It is not known how the genetically modified plants develop and influence other plants,345(-),upekiuser_1137
1531,langfristige Studien fehlen,long-term studies are lacking,324(+),upekiuser_1076
1532,"Als Biologin weiß ich, dass gentechnisch veränderte Lebensmittel unvorhergesehene Eigenschaften entwickeln können, bzw. gute Eigenschaften verlieren können (wie Vitamine, Carotenoide...), ohne, dass das vorher bewusst war. Wechselwirkungen sind immer erst nachher bekannt","As a biologist, I know that genetically modified foods can develop unforeseen properties or lose good properties (such as vitamins, carotenoids ...) without being aware of this beforehand. Interactions are always only known afterwards",324(+),upekiuser_2981
1533,"Unabhängigkeit von Missernten aufgrund von bestimmten Schädlingen, wenn die gentechnisch veränderten Pflanzen gegen diese immun sind","Independence from bad harvests due to certain pests, if the genetically modified plants are immune to them",324(-),upekiuser_2665
1534,Die Auswirkung auf Umwelt und Mensch ist nicht erforscht,The impact on the environment and people has not been researched,324(+),upekiuser_624
1535,Lebensmittelknappheit,Food shortages,358(+),upekiuser_2965
1536,es sind die Wirkungen auf die Gesundheit nicht ausreichend erforscht,the effects on health have not been adequately researched,324(+),upekiuser_3842
1537,"Gen-Pflanzen können das Erbgut von normalen Pflanzen verunreinigen, da sie ja unter freiem Himmel gezogen werden aber auch so sich vermischen können durch Wind, Insekten, Boden etc","Genetic plants can contaminate the genetic make-up of normal plants, as they are grown in the open air, but can also mix in this way through wind, insects, soil, etc.",334(-),upekiuser_1076
1538,noch nicht ausreichend erforscht,not yet adequately researched,341(+),upekiuser_3842
1539,Ich denke das mann damit auch Preissgüntigere angebote liefern kann,I think that you can also deliver cheaper offers with it,324(+),upekiuser_227
1540,unnötige forschungskosten,unnecessary research costs,324(+),upekiuser_3169
1541,Dadurch kann Ernteausfällen entgegen gewirkt werden,This can counteract crop failures,349(+),upekiuser_3246
1542,Wichtig um Ernteausfälle zu vermeiden,Important to avoid crop failures,349(+),upekiuser_3246
1543,Nicht Gut,Not good,324(+),upekiuser_2213
1544,In Zukunft werden mehr Menschen auf der Erde leben,More people will live on earth in the future,345(+),upekiuser_3246
1545,Wichtig aufgrund von Wasserknappheit,Important due to water scarcity,354(+),upekiuser_3246
1546,Es ist noch nicht ausreichend erforscht,It has not yet been adequately researched,336(+),upekiuser_931
1547,"einzelne unternehmen, die mächtiger werden, sind gefährlich",Individual companies that become more powerful are dangerous,328(-),upekiuser_1586
1548,bei den vielen weggeworfenen lebensmitteln spricht alles für eine gerechtere verteilung,"With so many food thrown away, everything speaks for a fairer distribution",331(-),upekiuser_1586
1549,durch solche pflenzen könnten pestizide eingespart werden,Such plants could save pesticides,349(+),upekiuser_532
1550,Eingriff in die Natur,intervention in the nature,324(+),upekiuser_4360
1551,"ÜBERBEVÖLKERUNG ist unser aller Untergang! Wir sind einfach zu viele, die essen und trinken wollen",OVERPOPULATION is the downfall of all of us! There are just too many of us who want to eat and drink,324(-),upekiuser_4257
1552,es sichert den weltfrieden,it ensures world peace,354(+),upekiuser_1622
1553,"Wie schon gesagt,ÜBERBEVÖLKERUNG ist unser Problem! Und das unseres Planeten","As I said before, OVERPOPULATION is our problem! And that of our planet",354(+),upekiuser_4257
1554,gegen Natur,against nature,324(+),upekiuser_67
1555,das &quot;survival of the fittest&quot; ist,the &quot;survival of the fittest&quot; is,325(+),upekiuser_3593
1556,Ursprüngliche Pflanzen könnten verdrängt und ausgerottet werden,Original plants could be displaced and exterminated,336(+),upekiuser_3975
1557,In der Massenproduktion wird das genetisch veränderte Saatgut nicht viel teurer sein,"In mass production, the genetically modified seeds will not be much more expensive",333(-),upekiuser_3975
1558,Überfluss und Verschwendung von Lebensmittel in viele Länder. Resourcenverschwendung für Billigfleischproduktion. Kriminalität gegen Tiere,Abundance and waste of food in many countries. Waste of resources for cheap meat production. Crime against animals,331(+),upekiuser_1579
1559,Die Preise für die Nahrungsmittel würden wg. Gewinnmaximierung zu hoch ausfallen,The prices for the food would be wg. Profit maximization is too high,354(-),upekiuser_3689
1560,"Weil es stimmt, bald leben 8 Milliarden Menschen auf dem Planeten, der Klimawandel kommt noch dazu, wir brauchen robuste Pflanzen die in der lage sind die Menscheit zu ernähren","Because it is true, there will soon be 8 billion people on the planet, climate change is also coming, we need robust plants that are able to feed humanity",345(+),upekiuser_3543
1561,"Weil es so viele Menschen gibt und Gentechnik die Ernährung pflanzlicher Produkte sichern kann. Und auch Fleischersatzprodikte herstellen, damit die Massentierhaltung aufhört, die Umweltbelastend ist","Because there are so many people and genetic engineering can secure the nutrition of plant products. And also produce meat substitutes so that factory farming stops, which is environmentally harmful",345(+),upekiuser_1697
1562,Weil durch Lobbyarbeit in der EU immer mehr der Anbau von &quot;alten&quot; Saatgut verboten wird,Because lobbying in the EU is increasingly causing the cultivation of &quot;old &quot; seed is banned,332(+),upekiuser_3912
1563,"Es hat sich gezeigt, dass gentechnisch veränderte Produkte krank machen. (Beispiel Morgellons)",It has been shown that genetically modified products make you sick. (Example Morgellons),324(+),upekiuser_3431
1564,Krankheiten,Diseases,336(+),upekiuser_1452
1565,wir haben schon eine Nahrungsmittelüberschuss - das mehr an Nahrungsmitteln kommt nicht dort an wo es benötigt wird - es geht nur um Gewinnmaximierung,we already have a food surplus - the more food does not get where it is needed - it's all about profit maximization,324(+),upekiuser_4361
1566,Weil dadurch Ernteerträge optimiert werden,Because this optimizes crop yields,349(+),upekiuser_1705
1567,Pflanzen passen sich wie alle anderen Lebewesen ihrer natürlichen Umgebung an dass sollte nicht durch Menschenhand geschehen,"Plants, like all other living things, adapt to their natural environment. That shouldn't be done by human hands",356(-),upekiuser_1705
1568,"wenn sie gesünder sind, dann ist doch alles gut",if they are healthier then everything is fine,352(+),upekiuser_4363
1569,Durch manipulation wird der natürliche schutz zerstört,The natural protection is destroyed by manipulation,337(+),upekiuser_4361
1570,Es wäre leichter weniger umweltschädliche Produkte zu produzieren,It would be easier to produce less environmentally harmful products,324(-),upekiuser_3030
1571,"Ich finde, dass konventionelle Bio Landwirte jetzt schon zu wenig Unterstützung erhalten",I think that conventional organic farmers are already receiving too little support,343(+),upekiuser_489
1572,es umwelttechnisch gut ist,it is environmentally good,351(+),upekiuser_3708
1573,pflanzen können selbst im Gewächshaus nicht auf einen fleck bleiben durch Tiere und wind und Wasser werden auch manipulierte Pflanzen oder samen überall verteilt,"Plants cannot remain in one place even in the greenhouse. Animals, wind and water, manipulated plants or seeds are distributed everywhere",324(+),upekiuser_2330
